order_id;order_date;promised_delivery_time;actual_delivery_time;number_product;total_quantity;rating;feedback_category;area;customer_segment;total_orders;delivery_time_minutes;distance_km;delivery_performance
5530861970;19/07/2025 15:16;19/07/2025 15:30;19/07/2025 15:35;1;3;4;Product Quality;Hyderabad;Premium;9;5.0;0.61;Late
5642505097;14/12/2024 23:43;14/12/2024 23:59;15/12/2024 00:11;3;8;3;App Experience;Jalgaon;New;6;12.0;2.72;Late
7617232490;18/10/2025 04:50;18/10/2025 05:02;18/10/2025 05:00;2;2;5;Customer Service;Hindupur;Premium;3;-2.0;4.0;On Time
1276965544;17/12/2024 03:04;17/12/2024 03:22;17/12/2024 03:34;2;2;4;Product Quality;Hapur;Inactive;15;12.0;4.62;Late
4516640761;19/10/2025 01:47;19/10/2025 02:01;19/10/2025 02:04;5;9;4;App Experience;Rampur;Inactive;16;3.0;0.61;Late
6511387030;19/12/2023 03:54;19/12/2023 04:06;19/12/2023 04:35;4;9;2;App Experience;Warangal;Regular;5;29.0;3.73;Late
2181170344;30/03/2023 02:34;30/03/2023 02:52;30/03/2023 02:51;3;4;5;Delivery;Danapur;Premium;15;-1.0;3.37;On Time
4053593539;10/07/2025 12:15;10/07/2025 12:33;10/07/2025 12:46;7;17;3;Product Quality;Raiganj;New;2;13.0;3.05;Late
5550783056;23/07/2024 02:45;23/07/2024 03:03;23/07/2024 03:05;8;16;4;Customer Service;Dewas;Inactive;15;2.0;4.42;On Time
8253247187;02/05/2024 06:01;02/05/2024 06:19;02/05/2024 06:15;1;1;4;App Experience;Karimnagar;Inactive;18;-4.0;1.54;Early
9471369897;03/06/2023 06:59;03/06/2023 07:18;03/06/2023 07:21;6;16;5;Customer Service;Deoghar;Regular;9;3.0;1.13;Late
1805960522;07/08/2023 06:24;07/08/2023 06:36;07/08/2023 06:32;2;3;4;Delivery;Howrah;Regular;16;-4.0;1.79;Early
9784099099;06/07/2025 14:07;06/07/2025 14:24;06/07/2025 14:37;7;15;4;Customer Service;Bhind;Inactive;6;13.0;4.1;Late
2462223713;23/07/2024 19:50;23/07/2024 20:02;23/07/2024 20:11;4;7;4;Customer Service;Ghaziabad;Premium;3;9.0;3.13;Late
9552378210;03/05/2025 00:32;03/05/2025 00:43;03/05/2025 00:48;3;4;4;App Experience;Arrah;New;19;5.0;4.4;Late
4235469622;16/03/2024 05:11;16/03/2024 05:31;16/03/2024 05:31;5;10;5;App Experience;Visakhapatnam;Inactive;5;0.0;3.02;On Time
4047652846;12/01/2024 20:09;12/01/2024 20:28;12/01/2024 20:32;7;17;4;Customer Service;Shimoga;Regular;17;4.0;2.39;Late
7072837767;12/08/2024 07:07;12/08/2024 07:24;12/08/2024 07:21;5;10;5;App Experience;Hospet;Premium;13;-3.0;2.24;Early
7723842506;03/06/2025 16:32;03/06/2025 16:48;03/06/2025 16:45;3;3;5;Delivery;Dhanbad;New;4;-3.0;0.57;Early
9407510150;03/12/2025 15:32;03/12/2025 15:43;03/12/2025 15:52;7;16;3;Product Quality;Udupi;Inactive;20;9.0;3.85;Late
9691358310;31/01/2024 19:41;31/01/2024 19:51;31/01/2024 20:04;5;10;3;Product Quality;Ahmedabad;Premium;8;13.0;3.38;Late
5632463145;13/12/2024 15:15;13/12/2024 15:27;13/12/2024 15:28;3;3;5;Delivery;Mangalore;New;14;1.0;0.97;On Time
5609812355;13/12/2023 10:55;13/12/2023 11:06;13/12/2023 11:17;5;9;4;Delivery;Amravati;Premium;18;11.0;2.66;Late
5512617090;15/08/2025 21:46;15/08/2025 21:56;15/08/2025 21:55;7;14;4;Product Quality;Nagercoil;Regular;3;-1.0;0.65;On Time
1135946844;16/01/2023 09:52;16/01/2023 10:05;16/01/2023 10:01;8;16;4;Product Quality;Kurnool;Premium;11;-4.0;0.72;Early
3490318709;27/10/2025 13:02;27/10/2025 13:17;27/10/2025 13:25;2;5;3;Product Quality;Farrukhabad;New;1;8.0;2.27;Late
4240075397;11/09/2024 14:12;11/09/2024 14:29;11/09/2024 14:44;1;1;3;App Experience;Jalna;Regular;19;15.0;2.79;Late
1165968701;02/05/2024 20:38;02/05/2024 20:50;02/05/2024 20:47;2;5;5;Customer Service;Singrauli;Regular;20;-3.0;1.29;Early
7371412416;11/11/2023 02:03;11/11/2023 02:19;11/11/2023 02:29;2;3;4;Delivery;Etawah;Inactive;10;10.0;4.72;Late
9123807667;25/08/2025 07:06;25/08/2025 07:20;25/08/2025 07:25;2;4;5;Product Quality;Bhubaneswar;Inactive;11;5.0;2.34;Late
1896814539;07/12/2024 02:16;07/12/2024 02:35;07/12/2024 02:31;1;3;5;App Experience;Rampur;Inactive;2;-4.0;3.2;Early
5944542618;29/02/2024 22:15;29/02/2024 22:29;29/02/2024 22:38;7;14;4;Delivery;Warangal;Premium;8;9.0;0.56;Late
7850220688;10/12/2024 19:02;10/12/2024 19:19;10/12/2024 19:17;7;14;4;Customer Service;Panipat;New;19;-2.0;0.69;On Time
2082445000;22/12/2024 01:27;22/12/2024 01:47;22/12/2024 01:52;6;8;5;Product Quality;Arrah;Inactive;3;5.0;1.74;Late
9872882754;24/10/2023 16:16;24/10/2023 16:36;24/10/2023 16:34;6;13;4;Product Quality;Ambala;Premium;16;-2.0;2.7;On Time
745905638;18/01/2023 20:13;18/01/2023 20:25;18/01/2023 20:33;3;7;3;Delivery;Ludhiana;Premium;20;8.0;2.95;Late
6961931889;11/08/2023 06:37;11/08/2023 06:48;11/08/2023 06:50;4;6;4;Delivery;New Delhi;Premium;19;2.0;1.4;On Time
9327078167;02/05/2024 17:55;02/05/2024 18:15;02/05/2024 18:37;4;8;1;Product Quality;Bhind;New;17;22.0;2.36;Late
1523418247;16/02/2024 13:49;16/02/2024 14:08;16/02/2024 14:04;4;6;4;App Experience;Tenali;Inactive;18;-4.0;1.54;Early
9738626576;07/12/2025 11:24;07/12/2025 11:41;07/12/2025 11:59;7;14;3;Delivery;Hosur;Regular;14;18.0;4.5;Late
5398212395;18/12/2023 16:14;18/12/2023 16:31;18/12/2023 16:33;5;9;5;Product Quality;Bardhaman;New;3;2.0;1.31;On Time
7615247922;07/11/2023 03:47;07/11/2023 04:04;07/11/2023 04:06;8;12;4;App Experience;Berhampur;Premium;10;2.0;3.77;On Time
2713503655;13/08/2025 11:55;13/08/2025 12:11;13/08/2025 12:11;7;15;4;Customer Service;Mathura;Inactive;9;0.0;3.88;On Time
1097883787;16/03/2025 19:44;16/03/2025 19:55;16/03/2025 19:57;5;9;5;App Experience;Akola;Premium;7;2.0;3.26;On Time
4112138992;24/03/2023 09:25;24/03/2023 09:36;24/03/2023 09:35;8;16;4;Customer Service;Mysore;Premium;19;-1.0;3.29;On Time
447958473;30/01/2023 23:17;30/01/2023 23:28;30/01/2023 23:27;3;4;5;Product Quality;Bhilai;Inactive;18;-1.0;1.68;On Time
4175462915;23/03/2024 19:50;23/03/2024 20:05;23/03/2024 20:15;5;11;4;Product Quality;Jorhat;New;12;10.0;3.25;Late
570864840;24/01/2023 00:17;24/01/2023 00:36;24/01/2023 00:39;5;11;4;Customer Service;Ludhiana;Inactive;7;3.0;3.74;Late
3417233457;30/04/2023 01:06;30/04/2023 01:18;30/04/2023 01:21;8;11;4;Product Quality;Sasaram;Premium;13;3.0;1.84;Late
7606407623;23/12/2024 14:30;23/12/2024 14:49;23/12/2024 14:44;1;2;5;App Experience;Panipat;Regular;17;-5.0;3.19;Early
1820626922;06/11/2023 04:20;06/11/2023 04:39;06/11/2023 04:59;7;16;3;Delivery;Bettiah;New;7;20.0;3.31;Late
2207921264;24/02/2025 08:37;24/02/2025 08:56;24/02/2025 09:01;6;11;5;App Experience;Bikaner;Premium;10;5.0;4.97;Late
3592351289;15/07/2024 17:15;15/07/2024 17:31;15/07/2024 17:26;8;18;4;Product Quality;Saharanpur;Premium;20;-5.0;3.94;Early
641900260;10/09/2023 13:24;10/09/2023 13:34;10/09/2023 13:39;8;20;4;Customer Service;Bilaspur;New;13;5.0;3.89;Late
5419088751;11/02/2023 21:40;11/02/2023 21:55;11/02/2023 22:00;6;13;5;Product Quality;Sikar;Regular;10;5.0;4.08;Late
1518594702;02/10/2024 10:50;02/10/2024 11:05;02/10/2024 11:05;3;7;5;Customer Service;Nagaon;Premium;2;0.0;1.53;On Time
2783792053;12/02/2025 04:19;12/02/2025 04:29;12/02/2025 04:24;6;9;4;Product Quality;Navi Mumbai;Regular;11;-5.0;1.94;Early
4925575033;27/09/2024 09:32;27/09/2024 09:46;27/09/2024 09:58;2;3;4;Product Quality;Hajipur;Regular;14;12.0;1.92;Late
6575138807;13/02/2025 02:24;13/02/2025 02:43;13/02/2025 02:45;8;13;4;Customer Service;Uluberia;Inactive;17;2.0;4.29;On Time
4952229084;06/11/2024 08:50;06/11/2024 09:09;06/11/2024 09:15;3;4;3;Delivery;Junagadh;Inactive;20;6.0;1.02;Late
437600598;01/09/2024 02:34;01/09/2024 02:53;01/09/2024 03:12;5;7;3;Customer Service;Solapur;New;13;19.0;0.67;Late
4707698745;23/07/2024 20:14;23/07/2024 20:26;23/07/2024 20:53;4;8;1;Customer Service;Alwar;New;3;27.0;1.7;Late
1301505930;04/06/2025 10:56;04/06/2025 11:09;04/06/2025 11:04;1;3;4;Product Quality;South Dumdum;New;20;-5.0;3.49;Early
5104032854;08/02/2023 07:12;08/02/2023 07:26;08/02/2023 07:35;3;5;4;Delivery;Ujjain;Premium;10;9.0;4.99;Late
1553903197;15/07/2025 03:16;15/07/2025 03:29;15/07/2025 03:28;5;10;4;Delivery;Alwar;Regular;17;-1.0;2.1;On Time
6067180060;02/08/2023 03:38;02/08/2023 03:57;02/08/2023 03:52;1;1;4;App Experience;Dindigul;Regular;15;-5.0;3.11;Early
6726948264;30/03/2025 21:40;30/03/2025 22:00;30/03/2025 21:56;2;5;5;App Experience;Sonipat;Premium;17;-4.0;3.47;Early
6368796957;18/04/2024 07:05;18/04/2024 07:24;18/04/2024 07:22;3;6;4;Product Quality;Dindigul;Regular;11;-2.0;3.65;On Time
3267646051;03/06/2024 21:17;03/06/2024 21:31;03/06/2024 21:34;5;13;5;Customer Service;Hubli–Dharwad;Regular;7;3.0;1.82;Late
71353233;06/07/2024 02:58;06/07/2024 03:18;06/07/2024 03:27;8;22;4;Customer Service;Dhanbad;Inactive;16;9.0;1.2;Late
1026950968;25/03/2023 16:29;25/03/2023 16:46;25/03/2023 17:08;6;14;1;Delivery;Bhiwandi;New;11;22.0;2.68;Late
4001539738;21/07/2023 21:25;21/07/2023 21:40;21/07/2023 21:36;7;16;4;Customer Service;Bhatpara;Inactive;5;-4.0;0.6;Early
1219123415;21/08/2023 18:30;21/08/2023 18:43;21/08/2023 18:46;4;8;5;Customer Service;Rajahmundry;Inactive;16;3.0;0.86;Late
845198818;10/06/2023 15:29;10/06/2023 15:39;10/06/2023 15:38;4;10;4;Customer Service;Sasaram;Inactive;13;-1.0;1.14;On Time
5663322312;02/03/2024 19:29;02/03/2024 19:44;02/03/2024 19:47;3;8;4;Delivery;Warangal;Regular;6;3.0;1.61;Late
5157790449;20/09/2025 15:49;20/09/2025 16:04;20/09/2025 16:02;6;13;5;Customer Service;Durg;Inactive;12;-2.0;2.75;On Time
1153387229;07/01/2025 06:28;07/01/2025 06:46;07/01/2025 06:42;2;5;4;Product Quality;Arrah;Regular;3;-4.0;3.62;Early
435387759;04/09/2024 04:42;04/09/2024 05:01;04/09/2024 05:05;2;3;4;Product Quality;Ahmedabad;Regular;9;4.0;3.61;Late
6140700888;02/06/2023 09:51;02/06/2023 10:05;02/06/2023 10:14;6;13;4;App Experience;Gulbarga;Inactive;5;9.0;4.5;Late
7219459629;06/01/2025 20:43;06/01/2025 21:01;06/01/2025 21:11;1;1;3;Customer Service;Nagercoil;Premium;14;10.0;1.63;Late
5365909345;23/07/2024 19:54;23/07/2024 20:11;23/07/2024 20:12;5;10;4;Product Quality;Gandhinagar;Premium;17;1.0;1.01;On Time
2035482537;12/10/2024 05:13;12/10/2024 05:26;12/10/2024 05:31;7;16;4;Customer Service;Khora ;Inactive;3;5.0;3.59;Late
5501115321;29/11/2023 13:06;29/11/2023 13:19;29/11/2023 13:27;1;3;4;Product Quality;Maheshtala;Inactive;14;8.0;3.69;Late
8584031989;30/03/2023 22:32;30/03/2023 22:50;30/03/2023 23:07;1;1;2;Product Quality;Malegaon;Regular;18;17.0;2.09;Late
6942195530;30/05/2025 03:43;30/05/2025 03:58;30/05/2025 03:59;3;6;5;Delivery;Chittoor;Inactive;7;1.0;2.83;On Time
1229717658;13/03/2023 17:05;13/03/2023 17:15;13/03/2023 17:18;8;17;4;App Experience;Berhampore;Regular;5;3.0;2.59;Late
2454526825;21/07/2023 19:02;21/07/2023 19:14;21/07/2023 19:15;8;19;4;App Experience;Anand;Inactive;18;1.0;0.84;On Time
1038289745;31/07/2024 05:28;31/07/2024 05:47;31/07/2024 05:53;3;8;4;App Experience;Indore;New;10;6.0;4.03;Late
9894509061;17/02/2024 09:08;17/02/2024 09:26;17/02/2024 09:21;2;6;4;Delivery;Imphal;Inactive;7;-5.0;2.19;Early
7862264964;03/06/2024 13:07;03/06/2024 13:22;03/06/2024 13:19;5;8;5;App Experience;Nandyal;New;8;-3.0;3.01;Early
5208676589;19/06/2025 11:49;19/06/2025 12:03;19/06/2025 12:18;2;5;4;Product Quality;Narasaraopet;Regular;13;15.0;3.46;Late
2372792805;30/07/2024 16:05;30/07/2024 16:16;30/07/2024 16:17;7;13;4;App Experience;Ambarnath;New;3;1.0;1.48;On Time
8044547460;08/07/2024 22:05;08/07/2024 22:21;08/07/2024 22:46;7;16;2;Delivery;Fatehpur;Inactive;20;25.0;2.72;Late
127953348;14/03/2023 10:29;14/03/2023 10:46;14/03/2023 10:50;4;10;4;App Experience;Thrissur;Inactive;10;4.0;3.42;Late
5411595707;12/06/2025 16:07;12/06/2025 16:26;12/06/2025 16:44;2;4;1;Delivery;Thiruvananthapuram;New;9;18.0;4.99;Late
8195236385;05/06/2024 05:59;05/06/2024 06:13;05/06/2024 06:37;1;3;2;App Experience;Deoghar;Regular;9;24.0;2.84;Late
51767168;26/02/2025 13:09;26/02/2025 13:23;26/02/2025 13:24;1;2;5;Delivery;Guntakal;Premium;20;1.0;3.2;On Time
3356039880;22/06/2025 23:50;23/06/2025 00:04;22/06/2025 23:59;6;14;4;Customer Service;Sasaram;Inactive;16;-5.0;4.06;Early
820517276;27/07/2023 05:24;27/07/2023 05:39;27/07/2023 05:35;7;14;4;Product Quality;Jammu;Premium;17;-4.0;2.63;Early
3354870757;16/05/2024 13:31;16/05/2024 13:50;16/05/2024 13:48;5;10;5;Customer Service;Shivpuri;Regular;9;-2.0;2.11;On Time
7879608372;02/07/2025 03:22;02/07/2025 03:36;02/07/2025 03:39;2;4;4;App Experience;Amritsar;New;8;3.0;4.69;Late
7457856964;12/11/2024 17:25;12/11/2024 17:43;12/11/2024 17:46;7;10;4;App Experience;Jalgaon;Regular;20;3.0;4.46;Late
4574110283;23/09/2023 06:32;23/09/2023 06:49;23/09/2023 06:48;7;15;5;Product Quality;Tenali;Inactive;18;-1.0;2.65;On Time
9708127307;07/10/2024 09:32;07/10/2024 09:48;07/10/2024 09:59;6;13;4;Product Quality;Erode;New;14;11.0;0.9;Late
20275600;13/02/2025 11:34;13/02/2025 11:52;13/02/2025 11:48;6;16;4;Product Quality;Panihati;New;19;-4.0;2.43;Early
4861187240;19/11/2023 01:42;19/11/2023 02:01;19/11/2023 02:14;8;14;4;Customer Service;Dewas;Regular;18;13.0;1.2;Late
8222216295;06/05/2025 01:16;06/05/2025 01:31;06/05/2025 01:46;3;6;3;Customer Service;Tadipatri;New;17;15.0;2.76;Late
4943487215;18/01/2025 07:25;18/01/2025 07:39;18/01/2025 07:42;5;10;5;Customer Service;Anantapur;New;3;3.0;3.86;Late
5526400598;16/05/2023 14:22;16/05/2023 14:35;16/05/2023 14:37;3;5;5;Product Quality;Rajahmundry;Inactive;20;2.0;3.82;On Time
3075742139;09/08/2023 02:21;09/08/2023 02:33;09/08/2023 02:29;3;3;5;Product Quality;Bhubaneswar;Inactive;9;-4.0;1.4;Early
8617047967;13/12/2025 21:46;13/12/2025 22:05;13/12/2025 22:04;2;2;4;Delivery;Narasaraopet;New;10;-1.0;1.39;On Time
1402451692;22/06/2025 08:25;22/06/2025 08:43;22/06/2025 08:43;1;2;5;Product Quality;Shivpuri;Regular;11;0.0;3.37;On Time
9008182969;08/07/2023 08:12;08/07/2023 08:29;08/07/2023 08:32;7;11;4;Delivery;Allahabad;Premium;18;3.0;4.47;Late
6772606524;12/10/2024 15:47;12/10/2024 16:00;12/10/2024 16:20;2;5;3;Delivery;Patna;New;13;20.0;2.5;Late
9434853266;21/12/2025 23:18;21/12/2025 23:37;21/12/2025 23:36;1;3;5;Delivery;Bhimavaram;Inactive;11;-1.0;0.6;On Time
9610474714;03/08/2024 07:21;03/08/2024 07:35;03/08/2024 07:40;1;1;4;Delivery;Lucknow;Premium;12;5.0;1.59;Late
361071213;14/03/2023 18:32;14/03/2023 18:43;14/03/2023 19:05;7;12;2;Delivery;Dindigul;Premium;17;22.0;2.4;Late
3388858388;16/02/2024 12:00;16/02/2024 12:20;16/02/2024 12:20;1;1;5;Delivery;Phusro;Premium;1;0.0;0.7;On Time
5776883920;26/01/2024 22:11;26/01/2024 22:26;26/01/2024 22:25;4;9;4;Customer Service;Fatehpur;Regular;19;-1.0;1.72;On Time
5053179468;22/02/2023 12:08;22/02/2023 12:20;22/02/2023 12:29;6;11;3;Delivery;Delhi;Regular;9;9.0;2.86;Late
5014622006;20/01/2025 22:55;20/01/2025 23:07;20/01/2025 23:32;3;4;3;App Experience;Ghaziabad;Inactive;13;25.0;1.92;Late
1600163907;15/07/2023 11:35;15/07/2023 11:52;15/07/2023 12:04;6;12;3;Customer Service;Vellore;Premium;11;12.0;2.72;Late
6808881597;23/12/2025 14:24;23/12/2025 14:37;23/12/2025 14:36;8;15;5;Customer Service;Khandwa;Inactive;4;-1.0;2.77;On Time
1347066782;23/10/2023 12:03;23/10/2023 12:14;23/10/2023 12:29;5;12;4;Delivery;Bahraich;Premium;8;15.0;1.9;Late
94107130;10/04/2024 09:02;10/04/2024 09:21;10/04/2024 09:22;5;8;5;Delivery;Bhiwani;Premium;17;1.0;1.32;On Time
9828431505;06/07/2024 04:10;06/07/2024 04:29;06/07/2024 04:31;5;11;5;App Experience;Guntur;Premium;9;2.0;4.69;On Time
6250330118;12/06/2025 14:13;12/06/2025 14:33;12/06/2025 14:39;3;5;4;Product Quality;Kollam;Inactive;20;6.0;0.82;Late
1993338119;24/07/2023 08:34;24/07/2023 08:49;24/07/2023 08:46;4;7;4;Customer Service;Chandrapur;New;15;-3.0;1.86;Early
2297985504;02/04/2024 03:44;02/04/2024 04:03;02/04/2024 04:05;5;7;4;Customer Service;Baranagar;New;7;2.0;1.56;On Time
4596613736;29/10/2023 06:45;29/10/2023 06:55;29/10/2023 06:50;4;8;5;Delivery;Agartala;Premium;16;-5.0;2.22;Early
